track,cSDR_vocals,cSDR_drums,cSDR_bass,cSDR_other,cSDR_mean,uSDR_vocals,uSDR_drums,uSDR_bass,uSDR_other
AM Contra - Heart Peripheral,10.333446606081598,7.84046070493947,-9.592213794402458,0.4581048856792104,2.2599496005744553,11.450857710213624,8.255755797048622,-1.3267738653531054,0.4743314298265592
Al James - Schoolboy Facination,9.037923563342398,6.859737396399997,12.256237310754422,4.910113035715425,8.266002826553061,7.395318300314564,6.883453845516174,10.230521129210787,3.3659539653939707
Angels In Amplifiers - I'm Alright,9.646979899979293,7.382247606761414,10.899356720052273,8.19343331495404,9.030504385436755,11.087818682768386,7.315964917464567,10.49835874641223,8.433633308699394
Arise - Run Run Run,10.342031099070379,-2.7079472602161774,12.32553914124216,0.907536447070899,5.216789856791816,11.66915084384549,-3.332299852200368,7.801501590521652,0.8789114177888168
BKS - Bulldozer,4.568585382546594,12.3873003894884,9.896225717405944,6.590906155926851,8.360754411341947,8.805797146202073,11.870358764769977,9.885527293698312,6.552619833430704
BKS - Too Much,11.896896436467314,10.10779966464241,14.384643915730459,6.146206915992894,10.633886733208268,11.998291261382054,10.32148961185731,13.378271708435847,6.658825495882011
Ben Carrigan - We'll Talk About It All Tonight,4.777050599646767,10.039057547497274,13.351695743936709,5.936779512332789,8.526145850853386,5.882817436956992,9.998653630384922,13.34038163961461,6.698384660146952
Bobby Nobody - Stitch Up,9.853741459895058,7.432021723067875,11.240111337262395,5.645308320750123,8.542795710243862,10.047308076422079,7.415128923078276,8.533297472942508,6.4197779745454175
Buitraker - Revo X,5.956066464950176,14.173595084551785,11.639157165813682,6.729072205885994,9.62447273030041,5.055995515977136,14.048602403264388,11.264080705689171,6.768518677546636
Carlos Gonzalez - A Place For Us,7.070804324370893,6.210290800962301,-0.1753560733392655,7.4745249842525,5.1450660090616065,8.018023610019114,7.31316810250619,3.243791624435717,6.9377736941361885
Cristina Vane - So Easy,11.06394935912553,13.737824818903611,7.089946286636095,5.609629302970863,9.375337441909025,10.913229612061173,13.763062563731038,6.871650954945339,5.866476381930904
Detsky Sad - Walkie Talkie,9.877408235113842,9.723543978458979,5.314980060573352,2.2571891842093543,6.793280364588882,4.698240323731332,5.9990964872110855,4.312178009761683,2.5917111239140405
Enda Reilly - Cur An Long Ag Seol,10.82980790255046,16.51104369243925,11.133318007318291,9.39396816888167,11.967034442797418,11.476364124090859,13.47361226758386,10.673077189401095,9.083998540397545
Forkupines - Semantics,7.607839199049536,11.78647502326883,8.452853366863796,5.944381471377594,8.447887265139938,8.529658288435515,12.699219216478015,7.453569494164112,6.691902568132184
Georgia Wonder - Siren,7.214396765895528,10.629745086601787,10.573585107124593,6.258003776310817,8.668932683983181,6.000249172914673,10.702285253838546,12.08673847273226,6.8298600663094255
Girls Under Glass - We Feel Alright,5.526325075048042,9.348452515192081,5.928374935219884,5.8716858679000055,6.668709598340003,6.353412498218018,8.958350552329462,5.340482981245444,6.073738740784746
