track,cSDR_vocals,cSDR_drums,cSDR_bass,cSDR_other,cSDR_mean,uSDR_vocals,uSDR_drums,uSDR_bass,uSDR_other
Skelpolu - Resurrection,1.7991895673238218,11.146122039216154,13.84475880964752,2.8452876414428085,7.4088395144075765,2.0510973811282693,13.754352509601597,15.589266410125681,6.062730671322303
Speak Softly - Broken Man,5.3602273067828285,10.45953670777515,18.588175786934357,10.010152159750561,11.104522990310723,6.74847823948043,10.826885633621119,17.659348534764725,9.404180687710804
Speak Softly - Like Horses,7.6140762487921645,7.568311977841421,22.397245166805142,8.739053246548352,11.57967165999677,8.829849170636914,8.493012990461464,22.597835530853732,8.166712748863137
The Doppler Shift - Atrophy,7.513396545323437,8.827776527676335,0.8947730431909842,8.856086489154015,6.523008151336192,9.482459990318892,9.364989315120495,2.082596312151406,6.956990404118205
The Easton Ellises (Baumi) - SDRNR,3.8196866090455073,11.275047533557668,6.194858528248062,3.774077240110066,6.265917477740326,6.511661788693144,10.620810101859725,8.162568023131115,3.670718663394761
The Easton Ellises - Falcon 69,4.987100670970513,10.480716211187403,9.280586935912837,4.110978552432719,7.214845592625868,4.959298311398891,10.283732821787561,7.76448816482068,3.9410032616609665
The Long Wait - Dark Horses,9.13683720103446,8.947059355229582,10.63079932347997,7.679317199214358,9.098503269739593,9.711289624874283,9.02198149545118,8.837214173086629,7.03702146088869
The Mountaineering Club - Mallory,11.076514531467742,12.431722403362407,12.086443450042214,6.040832846704445,10.408878307894202,12.109776177842118,12.862632741819706,12.060969971521402,8.129474245311556
The Sunshine Garcia Band - For I Am The Moon,10.812229044298146,10.955350403744788,12.509764179961739,2.661511847839302,9.234713868960993,10.420237506879761,10.409483328672057,9.84984513310226,2.674030882986369
Timboz - Pony,4.734455259191485,5.39729930085074,3.4200155787361544,9.061723706059153,5.653373461209384,5.514109578454253,5.346332613709627,3.1813743283861924,9.048553841587859
Tom McKenzie - Directions,9.074348193991131,15.67260533313922,4.663392109211138,1.6835717896747444,7.773479356504058,11.0031952209216,15.761380851895588,4.959971706020419,2.7705600172537785
Triviul feat. The Fiend - Widow,10.09155937482453,8.57675951574242,15.599336242390407,4.9396349148333885,9.801822511947687,9.962402003103884,8.264375201355596,16.044134595350815,4.8452114691912165
We Fell From The Sky - Not You,6.673314930581644,12.39453676103895,5.329991588590216,8.403109114365847,8.200238098644164,6.9479686893457995,11.975607227336592,5.025678864960178,8.907735261962872
Zeno - Signs,8.366416836161433,10.130459971347983,4.333060886356497,7.462951770108223,7.5732223659935345,9.1204841124631,10.106367870016705,4.006309724359283,7.335256782532951
