track,cSDR_vocals,cSDR_drums,cSDR_bass,cSDR_other,cSDR_mean,uSDR_vocals,uSDR_drums,uSDR_bass,uSDR_other
AM Contra - Heart Peripheral,1.1920305712001877,3.5971650770826353,-2.6423171297830477,-0.3727532696154229,0.4435313122210882,2.2873003299359347,4.101302860605487,-0.9712438693977742,-0.8010985752011139
Al James - Schoolboy Facination,1.6642579693902948,2.321163388293223,2.9718693646466705,-1.8589928088477212,1.274574478370617,1.8571512607477534,2.553545411389642,2.7702825555361903,-2.1947571831751405
Angels In Amplifiers - I'm Alright,0.679134968583942,4.077500930570854,3.0636081694497683,1.0434914692710882,2.215933884468913,1.5646786825160461,4.01883350950668,2.96342320873789,0.8723586282455289
Arise - Run Run Run,0.053088885878502044,-1.367409879664387,1.5745663543901833,0.20285628999774613,0.11577541265051115,1.0548051716049822,-1.2829934130328267,1.6486125192793766,0.078811929752282
BKS - Bulldozer,0.004261677718012679,7.265469304525639,3.587360444644649,0.11916789052118412,2.7440648293523715,0.0748346621712131,6.915649238366254,3.662984035866505,0.21569793443514318
BKS - Too Much,2.2486699250860798,3.7638270866956134,5.743707919175152,-0.1795429759682481,2.894165488747149,2.6169490270114015,3.720881524580251,4.754488244341795,0.11667443819362981
Ben Carrigan - We'll Talk About It All Tonight,0.03757032992346251,4.953835387672157,4.219991967475705,1.6144392176838682,2.7064592256887985,0.5728524918790565,4.996686163966461,4.410724996169823,1.612238211689823
Bobby Nobody - Stitch Up,3.588601136842937,2.673772840597436,3.198419358318307,1.1700233167869354,2.657704163136404,3.4421675644739573,2.361812919398713,2.765632441444899,1.436157016139614
Buitraker - Revo X,0.21828653652819824,8.097397323258868,4.344724641510947,2.5434929708204908,3.800975368029626,0.5934506538746486,7.788116280980909,4.410539757833629,2.7862439300198645
Carlos Gonzalez - A Place For Us,0.06943510792172436,2.666159797191012,-0.5223140923299986,0.1821152211801677,0.5988490084907263,0.6668027735006594,3.6378639347467834,0.8271906852443262,0.02006659966048539
Cristina Vane - So Easy,1.3452666441295293,7.8848333680392635,1.7090072336463402,-1.0654680232867473,2.4684098056320964,2.0324626321984,8.101943463050759,1.872322039887056,-0.7073085627399966
Detsky Sad - Walkie Talkie,4.336246746104265,6.227592304241658,0.08345839243140084,-0.21012117020462767,2.609294068143174,3.5384026459471354,4.868133497821295,0.045473395207208236,1.154287111161316
Enda Reilly - Cur An Long Ag Seol,0.5690853262606244,7.329644335851001,1.87764947846745,1.522964535447584,2.8248359190066648,2.165974534590391,5.330613182278505,2.878905581889687,1.022106197239389
Forkupines - Semantics,0.8035222798931294,7.6097228196740865,3.3238188225641325,1.3944238940464944,3.2828719540444604,1.8199994398472772,8.15615058922766,2.8129457878251802,2.4184877125361557
Georgia Wonder - Siren,0.007819943706767593,5.341831832865239,3.1544476897444884,-0.1413236325777691,2.0906939584346813,0.23190340469789794,5.198917518887618,4.434923991406109,1.378508116091296
Girls Under Glass - We Feel Alright,0.7312500518566408,4.819423093649763,2.330425529398637,3.479958928126902,2.840264400757986,1.5620580194488083,4.746680473675266,2.56693398731316,4.497515738157068
Hollow Ground - Ill Fate,1.3687768890334373,-0.2969397401167634,0.29926938268957526,1.6139826144535652,0.7462722865149536,0.3844578371515113,-1.3358472903660479,0.019885120703752285,2.733201174940244
James Elder & Mark M Thompson - The English Actor,1.2955979915463927,3.6983703597937545,2.238970775648796,3.592195466875588,2.706283648466133,3.398599819063487,5.042368364795545,3.0777630549524786,2.8747252717892713
Juliet's Rescue - Heartbeats,0.12128407856909257,8.476908809557493,0.15850311162266767,0.3904983455451577,2.2867985863236027,0.8068430933962699,8.841280131251493,1.6791912312633555,1.456914752367513
Little Chicago's Finest - My Own,0.06036705772477291,10.985675615900606,0.9713563000123122,-4.7700541573041955,1.811836204083374,0.3098591452214564,10.823263714279122,1.114902674579084,-4.762949889129986
