track,cSDR_vocals,cSDR_drums,cSDR_bass,cSDR_other,cSDR_mean,uSDR_vocals,uSDR_drums,uSDR_bass,uSDR_other
AM Contra - Heart Peripheral,10.398941272000819,7.959371346820275,-9.58546584583429,0.47664979187606016,2.312374141215716,11.480757030152756,8.259372864367341,-1.3082980802894641,0.4841030229108157
Al James - Schoolboy Facination,9.03192304688998,6.848270591652321,12.437148534026312,4.94181342364435,8.31478889905324,7.505904543459238,6.911524501711237,10.317056487815625,3.466227902937301
Angels In Amplifiers - I'm Alright,9.641698307919885,7.4646844950610225,11.001749149456879,8.176200219264242,9.071083042925508,11.10958924152272,7.415327586321002,10.492950201201383,8.48442436174098
Arise - Run Run Run,10.219314014417167,-2.629304658326115,12.443176150338749,0.9115138275568541,5.236174833496664,11.62128834708406,-3.345714561352751,8.020809108172948,0.8875892408740361
BKS - Bulldozer,4.658933000711967,12.467176368541137,9.870105012438536,6.697836559114268,8.423512735201477,8.90791212035705,11.908582732423476,9.884719646394526,6.603015130401003
BKS - Too Much,11.94823750996764,10.160907365220059,14.556031093646002,6.150798208395338,10.70399354430726,12.132614493030713,10.40153007038693,13.433289796528694,6.745567352906907
Ben Carrigan - We'll Talk About It All Tonight,4.732549554967463,10.134875605119685,13.444954661851082,6.017882916942662,8.582565684720223,5.9189659483814605,10.109521195641733,13.461602444310131,6.760834211772009
Bobby Nobody - Stitch Up,9.87383444530527,7.495691132057203,11.164198431301262,5.780775007645418,8.578624754077289,10.064043404002081,7.4693570438217805,8.73895391188692,6.532878038482216
Buitraker - Revo X,6.008628011828563,14.249079416381658,11.68339842596589,6.828192751647329,9.69232465145586,5.08867148144872,14.126146331593695,11.347051202503254,6.805811559918382
Carlos Gonzalez - A Place For Us,7.257802076286987,6.192784306791065,-0.18130629771324996,7.574519998760093,5.210950021031223,8.020572902213722,7.354927411106502,3.2994355699982973,6.95104084236847
Cristina Vane - So Easy,11.064815127688773,13.813202567891835,7.4247617356254105,5.632342394954177,9.48378045654005,10.931603954493141,13.846380603645727,6.9549659187035795,5.921888965003733
Detsky Sad - Walkie Talkie,9.874904777992304,10.07900709273126,4.969823291331377,2.0634396559766914,6.746793704507908,4.560161324607856,6.050781925254157,4.620387858726438,2.702455448880955
Enda Reilly - Cur An Long Ag Seol,10.810904816518224,16.591782878097284,11.069655184883516,9.513934535535466,11.996569353758623,11.486277395346562,13.582712771044488,10.83260836057975,9.08984504940334
Forkupines - Semantics,7.606318843071874,11.855139053040212,8.25995903106799,5.89168231169176,8.40327480971796,8.535666544092757,12.7624150403049,7.502923887298978,6.713222019351024
Georgia Wonder - Siren,7.194520157023739,10.691166590548736,10.63574443840264,6.264712719050552,8.696535976256417,5.963424216341934,10.7526360896503,12.115824143973448,6.825065632594857
Girls Under Glass - We Feel Alright,5.526103428263453,9.684630201531425,6.0739872695776125,5.880682753405154,6.79135091319441,6.397128929503505,9.04717400048707,5.421346433408065,6.147209808225761
Hollow Ground - Ill Fate,7.48126302805052,6.768731629653958,3.5460685400641863,5.1272741026696185,5.730834325109571,7.765917082064141,6.648871416874939,2.6619395740637324,6.591675508604258
James Elder & Mark M Thompson - The English Actor,7.558944387443882,8.282360699938241,8.263627990529134,8.155063435357533,8.064999128317197,7.864213944135644,10.381733696716147,8.471968886934357,7.252464151411098
Juliet's Rescue - Heartbeats,9.254984337497941,18.32360633573977,0.10143343601925797,6.167516536397172,8.461885161413534,9.968497837255088,15.43375487685162,3.0837134479096835,6.903150996503863
Little Chicago's Finest - My Own,9.611211432325879,6.405261169229943,6.31047766691198,0.029531719542730483,5.589120497002634,9.417543040349246,6.283961602809979,5.6013699795536445,0.09641053051591401
Louis Cressy Band - Good Time,10.274343951950897,10.272071774946738,11.343219398467404,8.873304766748063,10.190734973028276,10.431978824085462,9.694511833704523,10.054666856049852,9.771920078896201
Lyndsey Ollard - Catching Up,11.52327550623641,8.343405051917598,12.136604559804752,8.137441248062666,10.035181591505356,10.475998013475142,9.130899019279909,12.326257160618804,5.195542196335735
M.E.R.C. Music - Knockout,10.36759952497335,11.486471360391874,14.709950916927923,7.077911229374133,10.91048325791682,10.572550681540863,11.275858043123716,12.366260150459926,6.9694333256164605
Moosmusic - Big Dummy Shake,10.854477620466678,12.976750177798607,9.005344784782661,7.144428301603947,9.995250221162973,11.161417059021963,12.393561698797036,9.006404325029674,7.633685516834384
Motor Tapes - Shore,6.01203565100278,9.563141334572938,12.181096817664429,11.374205287477444,9.782619772679398,9.349643896831154,9.507468522336563,12.312378535707193,10.977338359028028
Mu - Too Bright,11.558411873080265,15.56996784659842,12.317770527071804,7.914812141954901,11.840240597176347,10.301374909231711,15.04615929675573,5.207370141242472,6.931774826302348
Nerve 9 - Pray For The Rain,7.222925393316364,13.024436654817206,8.626166840447693,7.635820648926785,9.127337384377011,8.541309749159385,13.058352636150163,8.10926398635062,7.787581986867528
PR - Happy Daze,-10.269133922477677,22.019028634777165,7.110066065846464,8.120835642901284,6.745199105261809,1.2700578950603656,19.108794768875136,10.806405290719646,9.141013111349848
PR - Oh No,-0.01923715047768084,6.931410106280504,0.6477678862420643,0.9902736644407079,2.137553626621399,2.120055675004247,7.045833858826452,3.475706168153253,0.7338841551930709
Punkdisco - Oral Hygiene,9.54630383208196,6.734968438624957,5.732083553086884,1.0854971651813545,5.774713247243789,9.964666648349489,5.509302936171108,5.467322885174708,2.0405831307606386
Raft Monk - Tiring,5.599782203881405,9.178948587443932,9.780641023560571,5.2413371478771245,7.450177240690758,5.791430024636266,9.114014831127939,8.8186752295633,5.546689261330862
Sambasevam Shanmugam - Kaathaadi,14.077854523083321,10.637482600803153,13.81464956580875,6.855924716416966,11.346477851528046,13.771651534046503,8.000774931855087,11.379783807228005,10.151654483337069
Secretariat - Borderline,6.951550072212735,6.852351447194293,6.09730460535828,8.367976726614218,7.0672957128448815,8.517996751973415,7.404042323090875,5.824466694437749,9.069597935789215
Secretariat - Over The Top,8.799129489133673,8.52211584816747,11.072752285420549,6.867978808551815,8.815494107818378,10.097591390007395,9.215609582080283,11.309806557599806,8.133937240115536
Side Effects Project - Sing With Me,14.102162984843279,15.785684931563868,15.25783925205759,2.3330975165536656,11.8696961712546,12.889424153797975,15.77376130606762,14.481140701965371,3.328495410008956
Signe Jakobsen - What Have You Done To Me,10.798226905620883,5.460896443541224,3.728405021981631,7.043057133034443,6.757646376044546,11.207030471191201,6.3204841418909306,4.091711425178509,6.553992949579467
Skelpolu - Resurrection,1.709458089960742,11.1073191344687,13.90047971930407,2.827154039213484,7.386102745736748,2.1926639802102925,13.639288923464468,15.547541656778176,6.230999022463926
Speak Softly - Broken Man,5.50641615113872,10.531986868101946,18.40882684977342,10.139886045077066,11.146778978522786,6.840267968040086,10.884495462926642,17.51550472391901,9.431951699694546
Speak Softly - Like Horses,7.703038370575377,7.6717649671115105,22.54561786370306,8.861718892656302,11.695535023511564,8.899731609360025,8.530783149622549,22.299234149547967,8.219795039874578
The Doppler Shift - Atrophy,7.470294397074748,8.896542151314167,0.9961862309431884,8.771465387987158,6.533622041829815,9.633508112076433,9.314002956079118,2.0245575395567066,7.027684542294494
The Easton Ellises (Baumi) - SDRNR,3.9137599292775365,11.20961985797038,6.259465898930065,3.8727422340876467,6.313896980066406,6.439049042106831,10.709633821876777,8.166741366549127,3.609831342154519
The Easton Ellises - Falcon 69,4.861727703969602,10.463215714167811,9.253257943692446,4.18187997973474,7.19002033539115,5.007298932952315,10.289216570506028,7.745747595059026,3.967117573834
The Long Wait - Dark Horses,9.109291771893632,8.866969469052915,10.69532283226966,7.634875934438181,9.076615001913598,9.725033869816201,9.010770266630457,8.83177988238176,7.033861793888839
The Mountaineering Club - Mallory,11.132774188115276,12.327880587056084,12.270620199171297,5.998595992667829,10.432467741752621,12.169237269128681,12.883571827276919,12.141078381043808,8.201725615675672
The Sunshine Garcia Band - For I Am The Moon,10.831093725828458,11.070719006293036,12.509934247928028,2.565191656089584,9.244234659034776,10.460037914683582,10.455960336841505,9.900618151668924,2.693801770222726
Timboz - Pony,4.72822397440864,5.40414913283673,3.4817229754799746,9.02823687067845,5.660583238350949,5.536113466458764,5.328699716071942,3.1075475629594225,9.043293133342871
Tom McKenzie - Directions,9.136893290998284,15.532709329257015,4.690783690750075,1.7522203734637911,7.778151671117291,11.000430307806951,15.747745558125558,5.365216334923915,3.019856762761996
Triviul feat. The Fiend - Widow,10.173635979921203,8.515717593940085,15.617868076945427,5.083650512141807,9.847718040737131,9.953412092252858,8.25716863311619,16.054526653832117,4.843915260291185
We Fell From The Sky - Not You,6.684730503796404,12.341280448119413,5.318938460376851,8.38352852402895,8.182119484080403,6.920645239238684,11.931043379767008,5.038746248132871,8.880219675062847
Zeno - Signs,8.33007460711211,10.16855171563497,4.263111779549797,7.489320417333439,7.562764629907578,9.08933456068534,10.10549119659113,4.031574793885159,7.32435226479867
